negative,Mañana regresamos a casa a pasar las fiestas y @MatiServedia no podrá comer nada porque @Iberia no le puede ofrecer… https://t.co/sX1kZjIDMb
neutral,"@vmm7773 Pues ya sabes, Iberia y billete cerrado."
negative,@Milenio @Iberia @Iberia_en @IberiaPromos IBERIA PERDIÓ MI MALETA HACE 5 DIAS CON MIS MEDICAMENTOS ADENTRO Y NO ME… https://t.co/RzOqW8p6oJ
positive,"@Iberia Qué buenos tiempos del B-747, el avión por excelencia. Volveremos a verlo de nuevo en IB?"
negative,Vergonzoso. @Iberia cancela el vuelo Chicago-Madrid del 21 de diciembre porque si. Y a los que viajamos para un par… https://t.co/tNJivzcrTl
negative,@Rayv_ @DcgDidi @JouiChange @SindyTakanashi @Desahogada @Ryanair_ES ¿Cuándo he dicho yo que Ryanair haya actuado bi… https://t.co/2Xe1MeAGbV
neutral,"El Black Friday, también en Iberia https://t.co/LzM6NuNXiq"
negative,"Pués, fué tan desagradable que yo no gastaría dinero en IBERIA."
negative,Un pasajero sale por la puerta de emergencia de un avion de Ryanair cansado de esperar mas de una hora https://t.co/vQcdczONjB
negative,@Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… https://t.co/7PpZ0N5j1w
neutral,@Luci_rodg @Iberia Jajajajajja llevate el pasaporte también lu
neutral,"@unchinodechina 

¿Me ayudas a difundir, por favor? https://t.co/krWIY6quOv"
neutral,@OverflightStorm @controladores Yo he volado en vuelos de Niki que operaba Air Berlín. Había una colaboración estre… https://t.co/sCSFYsGzdP
negative,"@Iberia No atiende las reclamaciones de indemnización por retraso superior a tres horas, a pesar de saber que TIENE… https://t.co/qNrBptSeDo"
negative,Me consta que es una vergüenza. https://t.co/bkzqzs8POC
positive,@Sr_JOF @Titan123TJ @_LaCompagnie @Iberia A mi me suena que hace tiempo llevó al Barça desde El Prat a un amistoso en el Golfo.
neutral,"@gatm80 @loobos Calera (Iberia lo apoya) fue al TAS, para que el descenso sea para el colista del transición y no del promedio, como ahora"
positive,@luismipedrero @laventana @PodiumPodcast @Iberia Mil gracias Luis 😘😘😘
positive,"Qué placer viajar con Ryanair
La nueva política de equipajes de Ryanair entrará en vigor el próximo mes… https://t.co/D65rdXpus8"
positive,"Hola @Iberia. He hecho check in con la app, después de muchos meses y la experiencia ha sido brutalmente buena. 👌🙂👏🏻"
negative,@ALSA_Autobuses Hola! Mi vuelo Viena-Madrid va a salir con 15 minutos de retraso gracias a @Iberia Tengo un billete… https://t.co/cxE2qXR5y3
positive,"@mewimausi Ahorrar está sobrevalorado, a mi Ryanair me está poniendo ojitos"
negative,@Ryanair me siento estafado
negative,Deberían quitarles la licencia y que sean otras compañías más serias las que ocupen su lugar. https://t.co/sMqaSkFwfe
negative,Ryanair pide a sus #pilotos que abandonen sus planes de #huelga https://t.co/pw1HBEZDsz @Ryanair_ES
negative,@mariajo_suarez @Iberia Yo puse una reclamación una vez porque @Iberia me metió en un avión que parecía de la Primera Guerra Mundial!!!!
positive,@Iberia @favio_castro Felicitaciones
positive,@Eduspalace @Fjlopezm @Iberia Buen despegue!!. A veces veo spotters en esa zona
positive,"IAG transportó un 4,1% más de pasajeros en 2017 gracias al empuje de Iberia https://t.co/X5HJCnkxKY"
positive,@Iberia Felices fiestas!!! Es una pena que ya los venezolanos no podamos volar con ustedes. Mi experiencia siempre… https://t.co/tqImpDY5TE
neutral,"Antonio Baldellou, nuevo Director de Instalaciones Existentes y Modernizaciones de Schindler Iberia - Recursos Huma… https://t.co/3XVz4hQcnj"
neutral,Iberia Tripulante de Cabina de Pasajeros https://t.co/G7hIVlD49d
negative,Primer vuelo de mi vida perdido gracias a la ayuda de @Ryanair @RyanairFlights #worstflightcompany
neutral,Hoy iberia cumple 90 años de su primer vuelo. Felicidades!!!! #AvGeek #PasionPorLaAviacion en… https://t.co/R2qokS2b6t
negative,"Descubre Shanghai, Vuelo Directo con Iberia, 5 días desde 963€ Tax Includ https://t.co/3i2tQ6PHY4"
negative,Los de Ryanair son un poco guarretes jajaja no volaba cn ellos ni aunque me pagaran. https://t.co/rFm7BsKggZ vía @CincoDiascom
neutral,"Iberia ampliará sus vuelos semanales a Buenos Aires.
https://t.co/CbpAiN1mcp https://t.co/st87rdwiTg"
neutral,"@Iberia dos asientos juntos. Pueden explicarme si es la nueva política de Iberia para fidelizar clientes? Y si puedo arreglarlo.
Gracias"
positive,Gracias @Iberia por el regalazo de navidad! 🎄🎁 #Upgrade a #Business en un vuelo de 10 horas no tiene precio! 🙏🏻
negative,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/eiq5JFzWJh"
neutral,"@idoyananin @Iberia Idoya, esperemos que no. Al menos ponen de su parte en solucionarlo :)"
neutral,@Ryanair Madrid.
positive,@Iberia buenas noche🌟🌟 https://t.co/ry0HJYzHDg
negative,@Zane_GH Pues menudo timo @Zane_GH @ibexpress_help @iberiaexpress @Iberia
negative,@SilOsitos @Iberia Que verguenza! Dentro de lo malo quedo en un aeropuerto donde maneja el idioma. Que la puedas abrazar pronto.
negative,"Ryanair y United, peores aerolíneas de 2017 según la consultora brintánica Which?
https://t.co/qDrAIaOtp3"
neutral,"@CarlosRierx Pero es la mejor, no se, con Iberia ya había pasado arrechera. Con AA todo fue bello"
neutral,"EL SALVADOR y DIPUTADOS no abren el espacio aereo a las AEROLINEAS como RyanAir 
Mira los precios desde Madrid...
https://t.co/qTXE3opfuP"
negative,"Ale, a Gatwick.

Iberia, panda de INÚTILES REDOMADOS"
positive,"El viaje de la semana pasada a San Francisco me sirvió para subir de categoría @Iberia Plus. Mañana, maleta extra y… https://t.co/N9FKOqcDvs"
neutral,@ivan_cortina @Iberia Reclama. El billete tiene seguro.
negative,@luisangelmate @Iberia Madre mía..... mana de gilipollas
negative,@AirNostrumLAM origen del vuelo Turín en avión de Iberia Airnostrum para su conocimiento. Tomen nota https://t.co/cacniDpvzz
negative,@MrGalisteo @WhimperSpain ¡Dios mío! Hablando así inglés se parece a las azafatas de Iberia !
positive,Iberia regala smartphones a los 200 pasajeros de un vuelo. La Chispa | Revista de turismo https://t.co/m9MW5qGpc0: https://t.co/Ta2BIZYSk3
negative,@AeroAsturias @aena Hoy en el aeropuerto en la ventana de @Iberia @iberiaexpress nadie sabía nada de los vuelos a H… https://t.co/sNKcbENt0m
positive,@Ryanair_ES @Ryanair Hacemos alcanzable lo inalcanzable #Ryanair
negative,A qué esperan Renfe e Iberia para suspender todas sus relaciones de transporte con CataluÑa?
positive,"Todo en exceso es malo, menos ¡viajar! #HolaEuropa ...Bienvenidos @iberia quiero disfrutar con ustedes de una exper… https://t.co/XFRjjSolwG"
neutral,La aerolínea @Iberia tendrá nuevas conexiones en 2018 desde el #aeropuerto de #Madrid hacia #Managua y #SanFrancisco https://t.co/16js4vvdbP
neutral,"Los pilotos Ryanair en Alemania harán huelga este viernes, la primera en la historia de la aerolínea https://t.co/a2BajOzARq vía @epturismo"
neutral,Hoy se cumplen 90 años del primer vuelo de @Iberia ✈️🎂 https://t.co/RXPZs6F4Li vía @Aerotendencias #Aniversario… https://t.co/Anl4sBtLcs
negative,"@noticias_cuatro @oscardiazdliano Claro, como Ryanair q decían q iban de pie y resulta q es la cía que ha tenido q… https://t.co/flgsAPiRB6"
positive,"Con el asco que le tenía a @Ryanair hace años, hoy está siendo todo muy smooth. ¿Me harán cambiar de opinión? 😂"
negative,Ryanair desaloja a varias chicas de un avión por comportarse como “animales” https://t.co/08Y3NrvMzh
positive,DHL coge el toro de la tecnología por los cuernos https://t.co/rcdcu6BGij
negative,"Pues vale, molt be, pues adios... @vueling https://t.co/oyf00m8F7u"
negative,La decisión de Ryanair sobre el equipaje de mano que va a enfadar a la mayoría de sus clientes https://t.co/Rxwoyamqk3
negative,Recibo por mail el resumen de la tarjeta: 150€ por cinco horas de Wi-Fi! Gracias Iberia 😒
negative,@ertenembaum fíjate que pasa con la ruta que AA deja hacer a BcN  tiene 94% ocupación pero Iberia fue beneficiada
negative,The latest El Australiner Diario! https://t.co/9fkwidNWQN #airbus #iberia
neutral,'Ryanair' bromea con el aeropuerto a nombre de CR7 ¿Homenaje o burla? https://t.co/N2aKsKj5Sh #20m
negative,"#Semana155M4
Puto Ryanair !!! Otro vuelo que cancelan..
 https://t.co/41HO1bRSyN"
neutral,“Que pare el mundo que yo me bajo” versión mejorada 😂🤚🏼 https://t.co/F0EGDv36qH
neutral,"#Viral | Un pasajero de #Ryanair enfadado sale por la puerta de emergencia del avión, cansado de esperar, intento b… https://t.co/glXNHKHYBZ"
negative,"@facua Pueden ayudarme con una maleta perdida por iberia? por favor, no hacen nada por buscarla y el telefono de reclamacion es un 901"
neutral,Llega el primer #duelodemarcas de MarketingDirecto: Ryanair vs. easyJet ¿Cuál ganará? https://t.co/wkdKsdGiQi … https://t.co/hKg2AdzEPN
neutral,@Iberia En la opción 3 se puede hacer mediante tarjeta crédito o débito llamando a ese numero que me facilitaron? Y… https://t.co/k3X3tNadKC
negative,"@Iberia @scoobymedina Le doy RT, pero me parece de cuarta que exigan RT para hacer eso"
negative,@iberia tenéis suerte de ser los únicos prácticamente que voláis a Melilla porque mi maleta ha llegado 2 días tarde… https://t.co/GnKeOxSYj4
neutral,@Iberia Gracias
positive,@Miguelmoralnjo @aegve_ @Iberia @Enterprise @GrupoNexo @nhhotelses Que grande! #supergex
positive,La mejor presentación que he visto en todos los vuelos la realizada hoy en el IB3878 x su comandante F. Sanz. Felicidades @Iberia
neutral,"@Iberia No, no lo han hecho. Sólo han hecho una pregunta que ya estaba explicado en el mensaje"
negative,(AsíNoMás) Pilotos amenazan con nuevas protestas en contra de Ryanair en Europa  ▶️ https://t.co/d77r93warX
neutral,Me resulta difícil de creer que este tipo estuviera en babia respecto del diseño de la CIA para Iberia ejecutado en… https://t.co/TWWqlCT7AV
negative,@Iberia puente aéreo de las 8am son las 8:30 y aquí seguimos enganchados al finger... pueden hacer su trabajo y vol… https://t.co/d5xVtUiAWv
negative,@Iberia @Iberia han volado cn su compañía?1experiencia única xasus pasajeros!!Se l recomiendo xa qtomen note y empi… https://t.co/p3chDDxdxv
neutral,@Iberia Desde el 18 de noviembre envié todos mis documentos por mail y confirme de recibidos
positive,"El canal Smithsonian reconstruye en vídeo el accidente aéreo de Spanair en Barajas, el más mortífero en España en…… https://t.co/gZseTq8eZe"
negative,Lo peor del asunto e q @Iberia miente. Un día te dicen q ya llegó a Londres y otro q todavía está en Madrid. Creí q eran más confiables
neutral,Representante de #IBERIA anuncia su llegada a #Nicaragua durante reunión con representantes de gobierno y del secto… https://t.co/PLVBgMIyUo
negative,Viajar con #ryanair seria como otra aerolinea cualquiera si no fuera por lo plastas que son con las ventas a bordo y el altavoz a todo taco
negative,"Llego a Santo Domingo y espero mas de una hora por mis maletas, 2, y resulta que como @Iberia ha tenido esa escala… https://t.co/kJlkQYl2l1"
neutral,A por el primero del año! #London @Iberia https://t.co/HWzbqEkwU4
neutral,Ryanair busca convertirse en el “Amazon de los viajes” desde sus oficinas en Madrid https://t.co/09eJrXVZ2V https://t.co/FdXp0CglSv
neutral,Los trabajadores de tierra de Ryanair ya no irán a la huelga este 30 de diciembre https://t.co/OkU7KXZGTG
negative,"@Iberia Si siguen mirando el historial, también les contacté hace meses preguntando por esos $2000 que me robaron y nunca me contestaroná"
positive,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/UuPp91F4G9
neutral,No contratéis nada con @AttCliente_VECI . Dan un servicio de atención al cliente pésimo y entre ellos e @Iberia se… https://t.co/ZAjI2aa6bM
negative,Ryanair retrasa hasta el 15 enero su cambio en la política de equipaje de mano https://t.co/iBxs4eOYLT
negative,Aquí seguimos @Ryanair. Seguimos esperando. ¿Va a manifestarse alguien? https://t.co/VLUH8nNqyH
negative,@Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… https://t.co/lWcxU5NONu
neutral,@aena hola! Puedo transportar nutella en mi equipaje? Viajo con Iberia. Gracias!
neutral,"Hola @Iberia al hacer el C/In desde la app, me manda por email la tarjeta en formato wallet pass y no pass book par… https://t.co/yDENuuYhd5"
negative,Esto de las #AerolineasLowCost no estará llegando demasiado lejos? 🤪🤪🤪 https://t.co/6eA8EeA0es
neutral,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/Ys14roPdQy"
negative,"El personal de tierra de Ryanair en España convoca huelga para el 30 de diciembre

https://t.co/mmvMjemRBP"
negative,pero vosotros os podéis creer que pago un vuelo de iberia para sentarme en el único asiento roto que tienen????
positive,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/LtHwskJxAS
negative,"Impresionante la mierda que puede ser a veces viajar con #iberia. Cojo el avión con tiempo y reserva de asiento, ll… https://t.co/8cSM8xuBcP"
negative,Creo que lo dejaron queriendo para que los dueños de Ryanair se lo metan por el culo. Merecer se lo merecen...me da… https://t.co/KKa6ECDryz
neutral,Los pilotos de Ryanair desconvocan la huelga tras ver reconocidos sus sindicatos https://t.co/W8tkNfvren
negative,@algoqrecordar @Iberia @bebeamordor @lacosmopolilla @viajarlocura @MadridTB @PequenoGulliver @elmundodemagec… https://t.co/fEONkDLtjA
positive,#Iberia expandirá en verano su frecuencia de vuelos a #PuertoRico https://t.co/rXVVtlf9z2 https://t.co/MUX51cQqVE
negative,"14 de septiembre de 1927
@Iberia inaugura la linea aerea Madrid-Barcelona
Felices 90 años volando
Por muchos mas https://t.co/MJFLpId83w"
negative,@Iberia RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEMOS y COMPARTAM… https://t.co/cGb78ZHMqW
neutral,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/CmhIq3iBPA"
negative,"@Iberia Chrome 56, y las ultimas versiones de Firefox y Safari (Mac). La web principal no inicia sesión después de… https://t.co/gXLkUX3Ifu"
negative,"@Iberia si no me responden los demandao, LEVEL es la peor porquería e IBERIA NO se hace cargo"
neutral,@LATAM_ARG hola puedo sumar km con los vuelos de Iberia? En la página no me permite adresse pendientes
negative,@iberia no puedo viajar la vuelta ni avisando que no puedo volar la ida. Alguna solución para algo que les genera cero perjuicios? Gracias
negative,Así agradece Iberia a sus tripulantes que vuelen el día de Navidad alejados de sus familias...1 triste paquetito de… https://t.co/fgsA47QxxQ
positive,Ryanair analizará con el Consell las ayudas a otras firmas y prevé crecer un 50 % en València https://t.co/GcBiDPLWyI vía @levante_emv
negative,LogiNewsEs: Iberia lanza nueva ruta a Managua en octubre de 2018 https://t.co/9LxwerbE8i https://t.co/RYg9lpbZeP
negative,@infobae Hola iberia!!! Que justo el corte de vuelos a barcelona. Mmmm
negative,"Gracias @Iberia por vuestra maravillosa organización y por la media hora de espera de nuestras maletas, y aquí segu… https://t.co/XMJxisIb64"
negative,@iberiaexpress Y el sentido común es jamás elegir a Iberia para tu viaje.
negative,"@Ryanair De verdad, a sinvergüenzas, timadores y caraduras no les gana nadie."
positive,Ryanair reconocerá a los sindicatos de pilotos como interlocutores https://t.co/2QEtA2USjs
positive,@jri2 @consuleduc @Iberia Te felicito Jose.
positive,"@hookerdiferente @Ryanair @LosMorancos Pero que eso tiene fácil solución. Pagas más y vuela con otra compañía.

A m… https://t.co/J88dhqPXXH"
negative,"@BuscandoaCochet @Iberia Eso es así!!! Pero es por la proximidad en el teclado, eh??"
negative,"@Iberia Si fuerais animalistas lo haríais sin más. No por 2000 RT. Eso sí, a los 150 pasajeros del vuelo @iberia… https://t.co/SiDtICv60Y"
negative,"@Iberia hoy me comunican, a las dos y algo de la tarde, que no hay otra opción que no sea volar el día 28 (MAÑANA!)."
neutral,"@Iwa_saru @juansotoivars lo criticamos, pero luego todos volamos en low cost...dudo que un piloto o tripulación de… https://t.co/ogLmgequ3q"
neutral,Lufthansa arrebata a Ryanair el liderazgo en pasajeros en Europa https://t.co/4qgVyK4WkP
positive,"@Iberia Si! Si! Es verdad!!!!
#MeGustaVolar 
#megustavolariberia"
negative,"@Iberia Pues nada, que ni una respuesta, os laváis las manos y al cliente que le den... 
@consumidores @facua Iberi… https://t.co/5RufJXMTQY"
negative,"@vueling Lo he hecho tres veces ya, enviando un correo a la direccion indicada oexvy@iberia.es  y nunca obtuve resp… https://t.co/gfwJZPXu3s"
negative,Me pregunto si alguien de IBERIA o  Air Canada estarán buscando mi maleta o estarán tranquilamente preparándose para nochevieja.
neutral,@iberia Quería saber si es verdad que el IB6673 del 07/12 hace escala en SDQ antes de llegar a CCS. Cuando compré e… https://t.co/a3BxlqjC6O
neutral,"@jaumeleiva @atletismoRFEA @Iberia @AirEuropa @vueling Hay un vuelo desde Madrid el viernes a las 12h.
Sale ida y vuelta unos 200€"
negative,Llamen a estos que la CGT esta en cualquiera. https://t.co/iB6d1moVqP
negative,@wicho @Iberia A veces me ha pasado. Incluso reservar con  agencia (logitravel) y me cancelaron el viaje porque no podían coger esa tarifa..
positive,Ryanair tarda menos de dos horas en amargar la oferta aniversario de Iberia Express https://t.co/VJJKdbO0tz
negative,"Le dan ideas a Volaris,  Vivaaerobus y Calafia https://t.co/y88LKbwLQN"
negative,Señores de @Iberia intenten entender el motivo de mi reclamación antes de emitir respuestas estándar. No debo pagar… https://t.co/dlBWcie5H4
neutral,"#marketing Llega el primer #duelodemarcas de MarketingDirecto: Ryanair vs. easyJet - Nuevo año, nuevos proyectos. E… https://t.co/gD3gko9tvM"
neutral,"@diana_twittea @JenHerranz @Iberia @iberiaexpress Ahora además han sacado la movida esa de Level, así que igual han… https://t.co/chkWCf4fSF"
neutral,La matriz de Iberia y British Airways quiere subirse a bordo de la aerolínea Niki https://t.co/ORT7IXgOcs… https://t.co/mLNhm0W906
negative,@JuanManSantos Q es un servicio esencial? De ahora en adelante cualquier paro será calificado así se acabó el derec… https://t.co/Y8J3fhKras
negative,@Iberia Espero que se resuelva en tema cuanto antes Gracias
negative,@Iberia No puedo volver a los asientos gratis porque parece que está lleno el avión y los que íbamos a coger no est… https://t.co/1Wch0Oxjhk
neutral,@Iberia #HolaArgentina quiero viajar con @solitafreije
negative,"@aguilar_adolfo @Iberia Tampoco tienen en cuenta, al asignarte asiento las preferencias que tiene el viajero en su… https://t.co/qFqsgEzsLK"
negative,"@Iberia Pues de momento siguen sin aparecer y son artículos que necesito, así que si mañana no sé nada, buscaré car… https://t.co/NzIBGLHVUd"
neutral,Podium Podcast e Iberia se alían en la ficción sonora 'Aerolínea Momentos' https://t.co/zRophjmso7
negative,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/QtWJpHrLg0"
neutral,@cpierottil @Iberia El propio montaje jajajajaj
negative,"#fraude Denuncian a Ryanair por ""fraude de ley como una casa” https://t.co/hY0YL3DNGP"
neutral,@verdesuecia Un dato los canteranos lo pasaron mal cuando jugaron con Cobresal e Iberia en copa Chile...debe venir… https://t.co/AzMh8IYLBH
negative,Lo de @Iberia con los avios es de una cara como el cemento armado
positive,Ryanair busca convertirse en el “Amazon de los viajes” desde sus oficinas en Madrid. Ryanair ya ha inaugurado sus o… https://t.co/vqCfMgxIVg
negative,@Iberia me parece mal q el servicio de atencion al cliente con respeto a reclamaciones se este gestionando tan lent… https://t.co/6Tqc2VAYWa
negative,@Iberia En el call center no atiende nadie!!! Me canse de llamar!!!! Necesito q se contacten conmigo para solucionar este problema!!!!
negative,Primer #duelodemarcas: Ryanair vs easyJet https://t.co/JtvZsH17zg vía @YouTube
negative,@robinfood @Iberia Pues a mi les reclame un daño en mi equipaje y no me hicieron ni caso por no rellenar un formula… https://t.co/ue2dyeqxXZ
negative,@ConchiiSnchez @Iberia 21 días para darte una respuesta sobre un dinero que no deberían haberte quitado? Y cobrar 2… https://t.co/yqlMVyxET2
negative,"@Iberia @iberiaexpress Hola, problema técnicos? Qué ocurre? https://t.co/IrJjeAu2mE"
negative,"Por un retraso de una hora de @Ryanair_ES @Ryanair en Stanstead, mi novio no llega a su conexión en @AeropuertoBCN… https://t.co/THIwx8aow5"
negative,"Cansado de esperar, un pasajero sale y se sienta en el ala de un avión https://t.co/Y63n3ruqYF"
positive,No hay nada como unas galletas de Palencia para acompañar @Iberia #AguilarDeCampoo https://t.co/hp3ndRldEr
neutral,¿Están regalando billetes de avión o qué pasa? Todos las historias de intagram de billetes de ryanair.
positive,"@mauricioperdav La gente obesa no hace dieta ni para salvarse la vida, obviamente no lo harán por los pasajeros de… https://t.co/KZGUjIPljI"
neutral,@Iberia @CondeDuqueMAD ¡De este fin de semana no pasa! 😍😍#90AniversarioIberia @CondeDuqueMAD @Iberia
negative,Un hombre desespera y escapa de un avión de Ryanair por la puerta de emergencia https://t.co/RKfmUVnlSQ https://t.co/b0bZanCK8l
negative,Vuelo asturias madrid no dejan subir equiaje de mano a viajeros a madrid #iberia #ocu #FelizJueves #sinvergüenzas
positive,Nueva ruta a Copenhague para volar desde Sevilla con Ryanair en marzo https://t.co/V1xcG8HI4n https://t.co/DhFs3ZkVBe
negative,Cuando te toca volar con Ryanair #OTGala9 https://t.co/WiSa57RCow
negative,Famoso @Iberia por sus desastres en #Servicioalcliente En mi caso me hizo perder una importante conferencia por can… https://t.co/Rowh4JUu8n
neutral,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/jQo3R2iNt1"
positive,"Super utile😊
#ryanair #viaggiare #meetworld https://t.co/WPwNCAfo95"
negative,Después de 25 minutos de espera al 901 de #iberia y que te digan que no soluciona tu problema no tiene precio......… https://t.co/ejQDI37MZf
positive,Si súper puntual 🤣🙄 https://t.co/uWMn7Wtgix
positive,Iberia tendrá más vuelos semanales entre San Juan y Madrid https://t.co/jR7oUy3nTy https://t.co/c4bd9wIQz6
negative,@Iberia Quieres que te envié un mensaje directo. Estoy intentando comprar billetes y llevo 2 horas esperando respue… https://t.co/aSerJNd7dy
neutral,@Iberia Vuelo 3162 Madrid-Londres gracias
neutral,Iberia recibe un nuevo avión A330-200 y lo bautiza como “Santo Domingo” https://t.co/4a5oEDpHGU
negative,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/qhIAiFX3uY"
positive,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/URGeo57TqO"
negative,@Iberia @BBVABancomer RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUITEEM… https://t.co/RYsCmrVUpU
neutral,@Canaryfly_ @BinterCanarias @controladores @iberiaexpress @Iberia @CanaryFlyFans @nperd @VadeAviones @TequilaAvion… https://t.co/UBK05PVDQl
negative,Oleada de huelgas en #Ryanair estas #Navidades https://t.co/piOLnSs4Un
positive,@Iberia Feliz año nuevo IBERIA.
neutral,"@SANDOKANVAN @baselunarbeta @AeropuertoBCN @Aerolineas_AR De acuerdo, pero esto lo debían tener en el cálculo de co… https://t.co/xErLCfHlMc"
